population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2009,208642.5745283218,211449.35316791196,205915.71537840032
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2009,175022.03477681684,177376.53078406627,172734.58008043966
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2010,208773.06648854492,223386.77796532886,194177.11025981768
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2010,178769.79702482722,191283.3375807274,166271.46006843637
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2011,210257.33165705836,212953.83606479617,207254.15905607818
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2011,190125.11895722375,192563.4321292278,187409.501178236
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2012,213396.77464756666,216291.2143051508,210352.74727356862
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2012,201078.81673863498,203806.17989784677,198210.50055393897
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2013,216612.46823202164,219473.39710181035,213663.5490888884
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2013,205707.97398752542,208424.88075808252,202907.50646440394
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2014,216852.89760963057,219832.96386914462,214052.7601563786
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2014,204737.3711722954,207550.94174763764,202093.6768181073
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2015,222214.80255598662,225228.81173123658,219047.22900742322
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2015,199747.41878915162,202456.69173603968,196900.10784103908
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2016,238404.61917721355,241390.25522614803,235228.06191138286
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2016,188868.5280302463,191233.8038698773,186352.00088797958
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2017,255929.61255441458,259471.35060160997,252148.61716739892
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2017,179593.8213015991,182079.169767517,176940.57847010187
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2018,267883.1959723249,271796.25787879224,264260.5856632827
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2018,178743.50859979406,181354.476458347,176326.34288479763
1,All Population,44,Population,69,Singapore,1,Male,14,45-49 years,1,Number,2019,269499.6585281182,272998.64652174414,265615.4513244248
1,All Population,44,Population,69,Singapore,2,Female,14,45-49 years,1,Number,2019,182766.1266519028,185139.02940914247,180131.9804358756
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2007,154635.0891884351,156662.19154781825,152614.71652728523
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2007,146324.35935798043,148242.5168450456,144412.56988730677
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2008,166962.90914498852,169236.3503309058,164745.14426924687
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2008,154198.81165343893,156298.45121427102,152150.59202120235
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2009,174473.79413952408,176820.914901747,172193.50468735237
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2009,159573.54139794107,161720.2154813684,157487.99115763148
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2010,182254.53481477016,195012.00028632637,169512.56930462908
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2010,162767.32196503444,174160.72017033564,151387.76641781948
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2011,192072.95786329452,194536.25164431895,189329.51847928722
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2011,166494.71342825284,168629.97180467224,164116.6162763717
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2012,201467.0307642848,204199.6595235664,198593.17684771356
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2012,169116.70140858617,171410.54154804116,166704.31317386148
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2013,208855.65725175908,211614.13733523348,206012.33779351963
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2013,171383.33977291215,173646.90081609247,169050.16100626285
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2014,214176.4681452284,217119.75400092607,211410.89038874258
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2014,175400.6685425211,177811.08417441513,173135.78766370757
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2015,214407.34429703822,217315.45705784063,211351.06260652433
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2015,180801.40041494658,183253.69915238733,178224.15656390606
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2016,215306.0362852637,218002.3995759794,212437.24978146376
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2016,192997.3774565799,195414.36052290155,190425.83658727212
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2017,212081.01467450047,215015.94428762127,208947.81984739774
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2017,203521.0647529879,206337.53562264203,200514.33099009458
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2018,211351.77082947947,214439.0587808398,208493.6404377535
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2018,209649.03980221847,212711.45537628935,206813.93560648244
1,All Population,44,Population,69,Singapore,1,Male,15,50-54 years,1,Number,2019,211572.95272673442,214319.86240895794,208523.62349353195
1,All Population,44,Population,69,Singapore,2,Female,15,50-54 years,1,Number,2019,209684.343427466,212406.7327770892,206662.2340797552
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2007,122409.46038479381,124014.11885693697,120810.12915586313
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2007,115097.2023909354,116606.0048997939,113593.40889680736
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2008,133056.17014969166,134867.92210590636,131288.78778812513
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2008,121437.1814520443,123090.72409351233,119824.13387751061
1,All Population,44,Population,69,Singapore,1,Male,16,55-59 years,1,Number,2009,141543.36069941302,143447.48253209773,139693.4563397377
1,All Population,44,Population,69,Singapore,2,Female,16,55-59 years,1,Number,2009,127436.16285127556,129150.50663087526,125770.63285344325
